PC1,PC2,PC3,PC4,PC5,PC6,Target,samples
44.30090102306465,16.27010737163775,-13.12670685630003,-37.77547193178332,13.958866843917114,-19.053550549615313,1,sample_58
-15.82152210176664,30.114040300307476,-20.119006816447126,-21.40636785639684,21.11759903141158,-25.48932579063433,0,sample_59
48.1318236878036,8.42050191322953,-7.67789687603132,-34.36577672138243,20.962797726157316,-25.830606196112353,1,sample_60
-7.963565946740282,39.14302757393362,-24.836572821689614,-16.95329547572871,-10.574750647921594,1.6494385659872712,0,sample_61
33.01548595495409,27.562244761897425,-15.564735283391531,-23.91437791572746,-26.924616728756995,0.3398182075563208,1,sample_62
-6.0812006264982665,35.99460582805015,-27.236427539684794,-15.192165694015506,-5.022650101218539,-3.82704951915623,0,sample_63
64.40832673177023,10.64406249077557,-6.818089711282205,-35.478699228641425,3.9010917392254734,-18.475646471049146,1,sample_64
-4.319348085167535,33.60096964499473,-5.169928269330498,15.337296503111917,-14.491666663633168,-8.415872806847133,0,sample_65
30.962645453022386,14.421198473622898,13.019263090368932,36.254034471988575,0.710929601258425,-12.653806688483865,1,sample_66
-13.906318001888362,36.822403927245865,-2.5996347530217605,7.507643682079248,-9.88227293174304,-13.124819214842276,0,sample_67
51.99004888510592,14.931932796238911,11.784917398975702,-9.318748725742937,-2.2383341077378263,-23.630403571250405,1,sample_68
-21.36468391058909,37.316014671080204,-3.406347607233089,6.933418048539974,-12.577137543425652,-11.173012547719317,0,sample_69
30.584613666924717,17.840616415914383,16.094855319731586,-5.016734483680904,3.7193058876818768,-26.87677155091216,1,sample_70
-17.314249912922467,36.456684893292085,-4.9148556113156365,6.392337082697801,-13.040997284680355,-3.2737953401112754,0,sample_71
28.489450006565303,18.479151282876423,6.7669750833144855,0.5636976517315525,-14.024412526691805,-13.113981798262866,1,sample_72
-10.145272560515403,31.62871288898418,-0.8380948929372197,16.113982462310975,-22.600857413781096,-6.338665899972666,0,sample_73
38.703117377195994,14.202581305802026,4.929557079098458,7.6223004662134,-24.126828015163635,-7.407545092500725,1,sample_74
-15.261704885086017,31.251628093585552,-0.5792243189893836,11.89475490177863,-7.196730474677441,-15.843197924796899,0,sample_75
53.720637069606504,-1.5916654743503833,11.140797908538623,44.76987548676412,-5.413932372222172,-2.571693184919139,1,sample_76
-22.528334857343765,34.489744876457536,13.483986135409932,19.93954302643628,-9.67765766510394,-16.91922819810706,0,sample_77
24.972064892839636,22.22472110846238,15.49535736354978,7.518295184238212,-6.3800622580411295,-21.686331078257957,1,sample_78
-27.105315604846655,36.75627037525549,15.943766322704017,19.98900937225737,-4.795458282569756,-23.479932634058176,0,sample_79
67.71469218695498,6.625362363610067,24.365212404952434,-13.190217317146054,7.507243549349566,-29.9749445074979,1,sample_80
-17.895415484168595,33.01351336451918,5.502046631060544,15.732547001443839,-13.812099810492134,-9.071654446290662,0,sample_81
17.96298135482025,23.226119156470297,15.811641711892673,2.191835260338851,1.171963700890532,-18.58149832128109,1,sample_82
-15.054377120422537,33.709698346403776,8.64481316404309,22.79263061861766,-4.782044737295789,-21.561429060018934,0,sample_83
53.05897861641778,13.93669831573218,7.845438209302959,8.23968522144647,-12.70732058704749,-13.673689057394897,1,sample_84
-8.495777938360222,31.09419394871225,-3.9755861523767266,14.68431026744276,-15.497680409327808,-6.893164618557835,0,sample_85
46.92809108500038,3.5540132340450747,6.349569452066618,42.44554849258136,-11.404925533886438,2.54917000515103,1,sample_86
-17.054395707978156,30.988937931437324,10.066521763679617,14.815599808420739,-5.97282322411551,-17.75875314324689,0,sample_87
25.83158798834234,16.808541883103974,19.071331739738515,4.768623033538492,4.320713285254972,-26.4696872340645,1,sample_88
-27.269269756650687,30.012005599141492,16.681235617282876,13.245014254597699,12.885352416558113,-32.261088413700314,0,sample_89
17.90258596176913,18.719135773245828,22.991741037964278,-0.4215278048870983,14.669619943028819,-34.77891874746736,1,sample_90
-23.666608957651984,32.4873252715915,3.337601100681609,9.414222728279846,-8.64119539358522,-13.507482215450832,0,sample_91
49.05779375611067,0.17574349996972968,17.11375781332589,44.3681252467672,-10.600409485591754,-5.641129519473891,1,sample_92
-30.231029399387634,32.69813882662302,15.455627670419297,10.904800872440783,19.886062639792595,-35.966411923255336,0,sample_93
20.941525235675606,18.446351244382736,17.480679030284158,7.759810294786571,8.520127623575412,-25.094658433363197,1,sample_94
-37.00732198133036,38.97213240231221,16.228125216724976,14.586576540367572,10.79973094728344,-27.827720442542375,0,sample_95
23.08851107298271,17.3737076845725,19.454455809901866,9.388940066243356,11.091729776860847,-26.51714126241541,1,sample_96
-31.886241254507944,35.08109743574944,15.312061459436483,6.083535293101096,20.01136934464919,-35.027254715035255,0,sample_97
53.67196205263907,-0.6172541640430752,15.728086135007812,40.6829610290503,4.330240745401745,-7.2864258046866635,1,sample_98
-14.409654683120397,28.84060576358143,8.994961872206446,14.171973357290543,3.2974224388908575,-23.597464828290764,0,sample_99
16.5048313640277,18.351848130202946,20.74973567247286,7.092201410783531,2.779411591295524,-26.825955851766764,1,sample_100
-28.043462756262542,36.43603520939397,9.213136849454267,8.988315773838705,0.8022054079401147,-23.716414214218418,0,sample_101
36.01343215265043,12.950278354389214,24.845204143067722,0.3133397779007562,10.941303760148864,-30.847539268782732,1,sample_102
-40.87484164543391,37.87192174579324,15.966624617344616,2.0053928263819274,31.375573526997357,-38.70575165760966,0,sample_103
56.56033909671745,-2.1854190803568936,10.996803038414145,42.98081162599584,3.700018401601803,-4.00632243782764,1,sample_104
-11.420590493547211,32.4510339197158,1.2216292623559741,15.066197732880667,-9.281658348334416,-12.749473744508144,0,sample_105
